smiles,density,hof,density_score,hof_score,density_ood,density_train,density_iid,hof_ood,hof_train,hof_iid
CC(=O)N(O)c1ccccc1C,1.269530002046,-49.172563149471,5.808362036010573,1.0043267282274937,0,1,0,0,1,0
CC1(CC=C)OC(COC(=O)c2ccc(cc2)N(=O)=O)CC1=O,1.3793556277629,-169.06341595891,8.244414498441602,1.0019006319244477,0,1,0,0,0,1
O=N(=O)c1ccc2CCC3=C(Nc4ccccc34)c2c1,1.3922767495036,21.273591751645,8.199038994111392,1.0032189582068094,0,1,0,0,1,0
CCCC(O)(COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C(CC=C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1.5186399796568,-264.08114734908,4.918349667332453,1.0008979340524728,0,1,0,1,0,0
Cc1ccc(NC(c2ccc(C)cc2)=C(C#N)N(=O)=O)cc1,1.3167391041309,48.668616546766,7.314523276276539,1.0031784151475027,0,1,0,0,1,0
COC(=O)C1(CC2C(=Cc3ccc(cc3C2(C)C)N(=O)=O)C1)C(=O)OC,1.3884249255788,-194.95234888851,8.221509087457878,1.0016826164703196,0,1,0,0,1,0
CN(C)C(=Nc1ccc(cc1)N(=O)=O)N(C)c1ccccc1,1.3105274345887,32.756946894069,7.138862324379279,1.0050550008379326,0,1,0,0,1,0
CN(C(=O)C=Cc1ccccc1)c1ccccc1N(=O)=O,1.3449136769829,-7.9691587314616,7.949203125398868,1.004237254918639,0,1,0,0,1,0
O=N(=O)[N-]n1c[nH+]nc1,1.6073445855099,86.618024581567,2.782887592541415,1.0011359947612337,1,0,0,0,0,1
COC1(C)OC2C(COC(OCc3ccccc3)C2OC1(C)OC)OC(=O)c1ccc(cc1)N(=O)=O,1.4188909421923,-336.62840287374,7.849401568610331,1.0002648454384107,0,1,0,1,0,0
O=C(OCc1ccccc1)c1ccc(cc1N(=O)=O)N(=O)=O,1.4925224043338,-73.389339592409,5.751116105639509,1.0050062337648193,0,1,0,0,1,0
NC1=NON=C1C1=NOC(=NO1)C1=NON=C1N,1.6902378662918,136.66927618271,1.801228789458691,1.0008321429110498,1,0,0,1,0,0
O=C(OCc1ccc(cc1)N(=O)=O)c1ccc(cc1N(=O)=O)N(=O)=O,1.5785247658099,-84.771452456937,3.3368221688654613,1.0027044753455654,1,0,0,0,1,0
O=C(OCc1ccc(cc1)N(=O)=O)c1ccccc1N(=O)=O,1.4974744407639,-77.156849909837,5.589972683429185,1.0032385599700782,0,1,0,0,1,0
Cc1ccc(cc1)C1=NNc2cc(ccc12)N(=O)=O,1.3876331096949,40.831493444539,8.225194116287469,1.0024167089348965,0,1,0,0,1,0
O=N(=O)[N-][N+]1=NNC=C1,1.6004196351576,103.73188958008,2.904072675259372,1.0007701678053664,1,0,0,1,0,0
Cc1cc(cc(c1O)C(=O)C1CCCCC1)N(=O)=O,1.3521377124141,-125.8703461265,8.059404702001576,1.0032377940510577,0,1,0,0,1,0
O=C1OC(C(C(=O)N2CCOCC2)c2ccccc12)c1ccc(cc1)N(=O)=O,1.4486088126879,-149.18145439403,7.13133802587084,1.0019978003592114,0,1,0,0,1,0
COc1cc(ccc1O)C=C(C)N(=O)=O,1.3777491429944,-74.666482786642,8.244036645079818,1.003604707661641,0,0,1,0,1,0
[O-][N+]12CN3CN(CN(C3)C1)C2,1.3740733085106,45.833092559896,8.238131859702145,1.0020384090835541,0,1,0,0,1,0
[NH3+]CCC1=CC(=NO1)[O-],1.3274098745344,4.4057465397391,7.589264507880111,1.0030946344021923,0,1,0,0,1,0
CC(=O)C1=C(C)OC(=C1)C1OCC(O)C(C1O)N(=O)=O,1.4680678913178,-207.3539628193,6.543095489141078,1.0014188487397726,0,1,0,0,1,0
O=N(=O)c1ccc2OC3OCCCC3Cc2c1,1.4200583870755,-90.928035311069,7.826926348896532,1.0041932533573463,0,1,0,0,1,0
O=N(=O)c1cc(c(N=Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O,1.7960310551077,65.245439921803,1.2957872773577077,1.0016363328528217,1,0,0,0,1,0
O=N(=O)c1cc(c(Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O,1.7989093012412,1.8254522453768,1.2880750489290547,1.0042974689115576,1,0,0,0,1,0
O=N(=O)C1=CN=C2OCCN12,1.5623156538928,-7.2243007165152,3.7080800507389866,1.0045484229989432,0,1,0,0,1,0
CCCCN1C=C(C=N1)C(=O)CC(C)(C)C(C)(C)N(=O)=O,1.2389540241924,-88.911960976131,4.786835941506032,1.0046921786740672,0,1,0,0,1,0
O=C1c2ccccc2C(=O)C(=C1c1ccccc1N(=O)=O)c1ccccc1N(=O)=O,1.511801701104,-26.807774944003,5.131194133311853,1.0027853338602672,0,1,0,0,1,0
O=C1N(Cc2ccccc2)C(=O)C(=C1c1ccccc1N(=O)=O)c1ccccc1N(=O)=O,1.467233971853,-48.388683257188,6.569444977770151,1.0041314734354014,0,1,0,0,1,0
O=N(=O)c1ccccc1N=NN1CCN(CC1)N=Nc1ccccc1N(=O)=O,1.4536444339524,119.12105029215,6.985455171887983,1.0005326901564309,0,1,0,1,0,0
CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O,1.7651848738594,-12.403038297269,1.3934538443375473,1.005720041842927,1,0,0,0,1,0
CCOC(=O)C(=C)CC(C(=O)OCC)=C(OC(=O)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,1.4390066166166,-268.43671509046,7.392980555207522,1.000917386745058,0,1,0,1,0,0
O=C1C(=O)c2cc(ccc2c2c1cccc2N(=O)=O)N(=O)=O,1.6072363388919,-37.711182919354,2.7847263820282384,1.005279286937859,1,0,0,0,1,0
O=N(=O)c1ncc(cn1)c1ccccc1,1.4200423882372,46.802792148542,7.827238017332525,1.0025136687301797,0,1,0,0,1,0
COc1ccc(cc1)C1CC(=NO)C(Cc2ccccc2)C(N1)c1ccc(OC)cc1,1.2822181289792,-46.051482152329,6.238920980291942,1.0025782994024017,0,1,0,0,1,0
CCC(CC)=NNc1ccc(cc1N(=O)=O)N(=O)=O,1.3925010044738,-8.0814383671325,8.197499950652489,1.0044068320161372,0,1,0,0,1,0
C(CCCON=Cc1cccc2ccccc12)CCON=Cc1cccc2ccccc12,1.2483156708672,10.367007540605,5.092249944513319,1.004384457553809,0,1,0,0,1,0
CC1(C(C2CCCN2C21C(=O)Nc1ccccc21)c1ccccc1)N(=O)=O,1.3839942682307,-21.699612993228,8.237997578699789,1.0023891488913266,0,1,0,0,1,0
Oc1cccc(C=NOCCCCCON=Cc2cccc(O)c2O)c1O,1.3555349925703,-162.49400458326,8.102757543314516,1.0028171339997924,0,1,0,0,1,0
O=C(Nc1ccc(cc1)N(=O)=O)Nc1ccc(cc1)N(=O)=O,1.5088936200055,-41.192035287229,5.22308402439967,1.004277591081492,0,1,0,0,1,0
O=N(=O)C1=NC=CN1CCOCCOCCN1C=CN=C1N(=O)=O,1.4678435236233,-38.359389089175,6.550192266201899,1.0053467776173557,0,1,0,0,1,0
ON=[N+]([O-])C1C2CC3CC(C2)CC1C3,1.3326522378288,-30.806549894369,7.709847278462991,1.0042360214055073,0,1,0,0,1,0
CCOC(=O)C=CC1C(C)Oc2ccccc2C1CN(=O)=O,1.3318236109074,-149.34515062885,7.691472208674032,1.001987622701743,0,1,0,0,1,0
CC(=Cc1ccc(cc1)N(=O)=O)C(O)=O,1.4101886133255,-85.615639776199,7.999143186752021,1.0040741765778758,0,1,0,0,1,0
CC(=NOCCCCCCON=C(C)c1ccccc1O)c1ccccc1O,1.2598837300026,-120.98331929857,5.4801668970986706,1.0026874929974363,0,1,0,0,1,0
CN(c1cc[n+]([O-])cc1)N(=O)=O,1.461345545759,24.632313544317,6.753107942480837,1.0046435468321153,0,1,0,0,1,0
CCC1(CCC(=O)NC1=O)c1cccc(c1)N(=O)=O,1.4049021496154,-109.39008640496,8.073917655826628,1.0031805436769536,0,1,0,0,1,0
COC(=O)c1cc(cc(c1)N(=O)=O)C(=O)OC,1.4927172587142,-177.87646275521,5.7447621937564435,1.0016497884273412,0,1,0,0,1,0
CC(C)C1C(N(C)C(CC1=NOC(=O)c1cccnc1)c1ccccc1)c1ccccc1,1.2731595493521,-11.677847070635,5.932037735282582,1.0047793115415538,0,1,0,0,1,0
CCC1(CCC(=O)NC1=O)c1ccc(cc1N(=O)=O)N(=O)=O,1.514807340666,-108.7278895673,5.037050311941736,1.0037648167847009,0,1,0,0,1,0
O=C1Nc2ccc(cc2C21C(C(C1CCCN21)N(=O)=O)c1ccccc1)N(=O)=O,1.4614187774419,-36.775804317634,6.750852399499022,1.003353475746932,0,1,0,0,1,0
CC1=NOC2C3CC(C12)N(O3)C(=O)c1ccccc1,1.394815268314,-13.962736367668,8.18014720370556,1.005628801960064,0,1,0,0,1,0
COc1ccc(OC)c2c1C1OC2(C)C2ON=C(C)C12,1.3693651415661,-83.696464117922,8.220341614998599,1.005208810721187,0,1,0,0,1,0
CC(=C)C(=O)Oc1ccc(cc1)N(=O)=O,1.3941987455573,-73.718120545772,8.185031146089662,1.0028864844535559,0,1,0,0,1,0
Oc1ccc(cc1C=NNC(=O)CC1=CNc2ccccc12)N(=O)=O,1.4304030634591,-34.101133553909,7.605193847353061,1.0057514540574184,0,1,0,0,1,0
CCON=C(c1ccccc1)C1=C(C)NN(C1=O)c1ccccc1,1.2984351804357,12.937123430439,6.770539186984655,1.0048884882185642,0,1,0,0,1,0
CC1C(N(C2=CC(=NO2)c2ccccc2)C(=O)N1C)c1ccccc1,1.3211655693828,-15.219870630361,7.4329434923705495,1.0050108332352639,0,1,0,0,1,0
CC1=CCC23CC=CCC(C)(C=CC12)C3OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1.4084134045726,-76.353565006821,8.025664961879956,1.0036903834348885,0,1,0,0,1,0
O=NN1C(COC1c1ccc(cc1)N(=O)=O)Cc1ccccc1,1.3971278644406,-1.5949731334664,8.160150346157312,1.0038786877639836,0,1,0,0,1,0
Cc1c2Oc3cc(Oc4cccc(Oc5cc(Oc1ccc2)c(cc5N(=O)=O)N(=O)=O)c4C)c(cc3N(=O)=O)N(=O)=O,1.5956035437215,-91.507155932114,2.9926903712201165,1.0027519581148092,1,0,0,0,1,0
COC(=O)c1cnc(c2ccc(OC)cc2)c(C2=CC(=NO2)C)c1C(=O)OC,1.4090202023617,-165.90363277515,8.01675798219858,1.0018003794058237,0,1,0,0,1,0
O=C(NCCOCCOCCOCC#C)C1=CC=C(O1)N(=O)=O,1.3637410309582,-151.37912576194,8.184152084375743,1.0017033753376883,0,1,0,0,1,0
COc1c(O)ccc(C=Nc2c(cccc2C(C)C)C(C)C)c1N(=O)=O,1.2918715866901,-79.725636584748,6.559318877953826,1.004745900784387,0,1,0,0,1,0
OC(COCc1ccccc1)C1=C(COC(=O)c2ccc(cc2)N(=O)=O)N=NN1Cc1ccccc1,1.3833067849062,-90.554026023659,8.239651153980354,1.0039337674821422,0,1,0,0,1,0
CN1C(=O)C2=C(ON=C2C)c2ccccc12,1.3950114411256,-27.422456872872,8.178553555199604,1.0047648776427502,0,1,0,0,1,0
CCN1C(=O)c2cccc3c(Oc4ccc(cc4)N(=O)=O)ccc(C1=O)c23,1.4648412297451,-106.71066171745,6.644608608928568,1.003778768978383,0,1,0,0,1,0
CC1=[N+]([O-])C23CCCCC2(C1)c1cccc(O)c1O3,1.3527427475628,-76.759966083991,8.067530141429396,1.0049393136199969,0,1,0,0,1,0
CN1c2ccccc2C(C)(C)C21CC(N(O2)c1ccccc1)c1ccccc1,1.263268395745,35.679922771027,5.595069604905998,1.0022518501492546,0,1,0,0,1,0
O=N(=O)c1ccc(NN=C2CCCCCC2)c(c1)N(=O)=O,1.4046177923461,-9.1775214829166,8.077576813083233,1.0035401986078465,0,1,0,0,0,1
CC1(C)OCC(O1)C1OC2OC(C)(C)OC2C1=NOCc1ccccc1,1.3321518111157,-205.57548616303,7.698781626944392,1.001332336870748,0,1,0,0,1,0
CC(=O)N1Oc2ccccc2CCC1O,1.3452979561836,-83.451936087243,7.9556653026136575,1.0059154820091822,0,1,0,0,1,0
CC(=O)N1OC2CCCC=C2CCC1O,1.28832692686,-107.64732307087,6.442792899386875,1.0027761406774904,0,1,0,0,1,0
CCC(=O)CCc1cccc(CCC(=O)CC)c1ONC(C)=O,1.2392189740339,-178.59670799332,4.79534650131117,1.0010125937846224,0,1,0,0,1,0
O=C(CN1C=CC=CC1=O)c1ccc(cc1)N(=O)=O,1.4471541119968,-56.892837829491,7.172451017977179,1.005315577787559,0,1,0,0,1,0
CC(=O)NC12CC(O)C3=NOC(C(O)C=C1)C23,1.4273681965764,-100.02012093043,7.674277845263559,1.002978374911138,0,1,0,0,1,0
O1N=C2N3C=NN=C3C3=NN=CN3C2=N1,1.6847578955507,185.14636210018,1.8447075399332291,1.0002476734162413,1,0,0,1,0,0
CC(=O)CC(CN(=O)=O)c1ccc2OCOc2c1,1.4101285494108,-120.47676179124,8.000063515559223,1.0019290420507634,0,0,1,0,1,0
O=C(C=Cc1ccc(cc1)N(=O)=O)c1cccnc1,1.3894805232175,5.9380584764218,8.216099391122674,1.0036331502891982,0,1,0,0,1,0
CC1CCC(C(C1)OC(=O)N1OC2CCC1C=C2)C(C)(C)c1ccc2ccccc2c1,1.2643957818801,-100.71732196142,5.633423717870184,1.002545109998609,0,1,0,0,1,0
CC1COC2C3OCC4CON(C34)C2N1O,1.4150014513031,-71.446236016155,7.9202834121425045,1.0033374484823816,0,0,1,0,1,0
CN1N=NC(=N1)N(=O)=O,1.5751679268468,67.507069031455,3.410093522931602,1.0021794331059577,1,0,0,0,1,0
Nc1cc(ccc1N(=O)=O)N1CCN(CCCO)CC1,1.3303479108584,-51.008559893425,7.658102123616442,1.0043649729067774,0,1,0,0,1,0
C1COC(O1)C1CC2CON=C2C1c1ccccc1,1.3243871552269,-50.014017588978,7.515237352208227,1.0045456893557088,0,1,0,0,1,0
CC(=O)OCC1OC(CC(=O)CC(O)c2ccccc2N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.4501051304294,-541.01807478242,7.088550739172804,1.0002476734140258,0,1,0,1,0,0
NC(=NO)C1=C(N=CN1)C(N)=NO,1.474871483577,22.391939882604,6.3256641732547125,1.002423393780943,0,1,0,0,1,0
O=N(=O)c1ccc(cc1)N1C(=C(C=C1c1ccccc1)c1ccccc1)Cc1ccccc1,1.3166926070922,60.233867014179,7.313248154242536,1.002701135504411,0,1,0,0,1,0
CN1c2ccccc2C(C)(C)C21CCc1cc(ccc1O2)N(=O)=O,1.3505663882988,-37.071140708916,8.037493028644763,1.0040094761822804,0,1,0,0,0,1
COC(=O)c1nc(C(=O)OC)c(C(=O)OCc2cc(cc(c2)N(=O)=O)N(=O)=O)c(OC)c1OC,1.549662678337,-314.27184819524,4.028411757536309,1.0003863401565953,0,1,0,1,0,0
COC(=O)C1(CC(=NO1)c1c(C)cc(C)cc1C)C(O)C1COC(C)(C)O1,1.3159420139528,-234.59264546463,7.29257763167875,1.0009335466331846,0,1,0,1,0,0
CCN1N=CC(=C1C)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],1.2713299556376,-4.1658661805807,5.869713744002631,1.0045875977598058,0,1,0,0,1,0
CC(Cc1ccccc1)N1C(O)C2ON=C(C2C1=O)c1ccccc1,1.3365274661823,-62.773018476033,7.792216639374894,1.0051410583516862,0,1,0,0,1,0
CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(=CC(C(=O)O3)C45O)C)O2)OC(C1C)C(C)=CC(C)C,1.2714980713908,-344.2632925231,5.875442582713837,1.00079689999969,0,1,0,1,0,0
CC1(C)CCCC(C)(C)N1OC(C(=O)ON1C(C)(C)CCCC1(C)C)c1ccccc1,1.2001223661727,-128.06674348408,3.651813646721345,1.0038531177686356,0,1,0,0,1,0
COC(=O)C1=C2N(C)C=NC2=NO1,1.4715622664132,-33.281806533502,6.431920015470196,1.0038059554424135,0,1,0,0,1,0
CCOC(=O)C(=O)C(=CNC1=NOC(=C1NC)C(=O)OC)C(=O)OCC,1.4292711791654,-299.861703153,7.631332222913182,1.0010945947518415,0,1,0,0,1,0
CC12CC(=NO)C(=O)C3=NOC(=C13)CC1C2CCC2(C)C1CCC2(O)Cc1ccccn1,1.3716794475902,-75.42047194335,8.230518603359169,1.0038734652480654,0,1,0,0,1,0
C=CCCC(=O)NOC(c1ccccc1)(c1ccccc1)c1ccccc1,1.2569187181083,7.6393014965347,5.379918624127842,1.0030890594345632,0,1,0,0,1,0
O=C1CCC=CCN1OC(c1ccccc1)(c1ccccc1)c1ccccc1,1.2923498698995,23.654861793652,6.5749221696267615,1.0041868608040037,0,1,0,0,1,0
O=N(=O)C1CC(N(=O)=O)C2(OCCO2)C(C1)N(=O)=O,1.62432005401,-129.91356750844,2.515375474250816,1.0025818450332806,1,0,0,0,1,0
O=C1C=CC2(C=C1)C(C(=O)N2Cc1ccc(cc1)N(=O)=O)C(=O)c1ccccc1,1.4173322608981,-54.571394351308,7.878553535887666,1.0024147581352263,0,1,0,0,1,0
CC(=O)c1cccc(n1)C(C)=NC1CC(C)(C)N([O])C(C)(C)C1,1.2309427441846,-55.661238735522,4.533717710138575,1.0030251406653183,0,1,0,0,1,0
CCC(C1=C(C=O)C(C=C(O1)c1ccc(cc1)N(=O)=O)c1ccccc1)c1ccccc1,1.3281633499662,-38.697132959765,7.6072171549628935,1.0038382203009615,0,1,0,0,1,0
COC(=O)C1=CN2CCCC(CCC(=O)OC(C)(C)C)(C=C)C2=C1c1ccccc1N(=O)=O,1.3294824988785,-194.0821879409,7.638153630401299,1.0011456472772278,0,1,0,0,1,0
CN1c2ccccc2C(C(CN(=O)=O)c2ccccc2)c2ccccc12,1.3206299744349,25.442828716299,7.418935998044995,1.0030745461862618,0,1,0,0,0,1
O=C1CCC(Cc2ccc(cc2)N(=O)=O)(O1)c1ccccc1,1.375630637185,-82.258195856844,8.241489795431534,1.0037454229481806,0,1,0,0,1,0
O=C1OCC2OC(OC2C1OC(=O)c1ccc(cc1)N(=O)=O)c1ccccc1,1.5095673872681,-216.91246015542,5.201728122843683,1.0012396971794724,0,1,0,0,1,0
COC(=O)C1C(CC=C(c2ccccc2)C21CC2)c1ccc(cc1)N(=O)=O,1.3398976913858,-55.778184835298,7.858903394544995,1.0032430951247413,0,1,0,0,1,0
Oc1ccc(cc1)C(=O)NN=Cc1ccc(cc1)N(=O)=O,1.4350484509806,-32.571577206015,7.493476155148625,1.0040617001844947,0,1,0,0,1,0
O=C1CC(=NO1)c1ccccc1,1.3649365543431,-22.54605496537,8.193195252028278,1.0035553212378876,0,1,0,0,1,0
Oc1cccc2ccc[n+]([O-])c12,1.4064645653647,-17.454892240679,8.053144056921301,1.0044549276404873,0,1,0,0,1,0
COc1ccc(cc1)N1C=CC(=C1c1ccc(cc1)N(=O)=O)C=O,1.3977265705171,-27.318766363142,8.154544584689003,1.0045281333009761,0,1,0,0,1,0
O=C(Nc1ccc(cc1)N(=O)=O)C=Cc1ccccc1,1.3651887919522,-19.871889024853,8.19501050873247,1.003713801994202,0,1,0,0,1,0
ON1CCCCCC1=O,1.2533001576845,-75.552564937713,5.2582607054986354,1.004782560208774,0,1,0,0,1,0
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1CC2C=CC1(C1C=CCC21)N(=O)=O,1.4229282302307,-496.64564341922,7.769401628542723,1.0002476735880659,0,1,0,1,0,0
ON1CC=CCCC1=O,1.2908557214646,-43.416217447172,6.526079391395861,1.0042900507650552,0,1,0,0,1,0
CC1(NCC(=O)N1O)c1ccccn1,1.3646922339005,-17.235760744425,8.191406134959959,1.0045099074446215,0,1,0,0,1,0
CC1=NN(C(C1)c1ccccc1)c1cccc(c1)N(=O)=O,1.3367319306053,43.417416631537,7.796395827870834,1.0031292123383233,0,1,0,0,1,0
CC(C=CC1=CC=CO1)=NNc1ccccc1N(=O)=O,1.3665135255712,25.010267582325,8.2040120123166,1.0044457470424406,0,1,0,0,1,0
COc1cc(C=O)ccc1OCCCN1C=C(N=C1C)N(=O)=O,1.3858587037622,-99.247793155848,8.232287120005573,1.0032559185959378,0,1,0,0,1,0
CC1(C)OC(=O)C(=CNc2cccc(c2)N(=O)=O)C(=O)O1,1.483860079573,-174.92202772244,6.033891673806959,1.0020222285295004,0,1,0,0,1,0
CC1CCC2(CO)CCCCC2N1O,1.2034949543963,-90.402497135076,3.740422732885363,1.004287033263909,0,1,0,0,1,0
COC(=O)c1ccc(COC2CC(CC32C(=NOC23C3OC3C(=O)C3OC23)C)C(C)=C)cc1,1.3846803675876,-167.99207362693,8.236104293203788,1.0019242956054668,0,1,0,0,1,0
O=N(=O)c1ccc(cc1)C=Nc1ccc(Oc2ccc(cc2)N=Cc2ccc(cc2)N(=O)=O)cc1,1.4110978274994,25.447443178715,7.9850169763328065,1.0030415560362878,0,1,0,0,1,0
O=N(=O)c1ccc(COc2cccc3cccnc23)cc1,1.3939052733819,3.2995061285497,8.187289479448335,1.0044001654072114,0,1,0,0,1,0
CC(C)NC(=O)c1cccc(C)c1N(=O)=O,1.3082858067639,-70.521712839155,7.073012160178787,1.0036554813849248,0,1,0,0,1,0
CCCCCCCOc1cc(c(OCCCCCCC)cc1N(=O)=O)N(=O)=O,1.2465599136191,-189.43130856975,5.034284213075181,1.0021456259884214,0,1,0,0,1,0
CC1=C(C=NO1)C(=O)NN=Cc1cccc(c1)N(=O)=O,1.4622311028565,1.950748197254,6.725780777417066,1.0046919649559836,0,1,0,0,1,0
O=C(N1CC(C1)(N(=O)=O)N(=O)=O)c1ccccc1,1.5030539511907,-24.000204760962,5.409667236042959,1.0029449039124572,0,1,0,0,1,0
COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)C)c1c1ccccc1N(=O)=O,1.3651430511927,-186.83004511402,8.194683732226194,1.0023119844983879,0,1,0,0,1,0
CON1C(=C(C#N)c2c1ccc1ccccc21)C,1.3098382752567,53.317705914054,7.1187484274377155,1.0032940006758944,0,1,0,0,0,1
CC1=NN2c3ccccc3C=CC2=C1N(=O)=O,1.4295632305352,37.553348564711,7.624629868497027,1.0037868470935076,0,1,0,0,1,0
CN1c2ccccc2C2=C1N1N=C(C)C(=C1C=C2)N(=O)=O,1.4291252318173,50.763071068051,7.634670595038455,1.0034872186192039,0,1,0,0,1,0
CCC1CON(C(O1)c1ccccc1)C(N)=O,1.3133205232597,-86.62861005707,7.219139167112373,1.0034618672967357,0,1,0,0,0,1
CC1=C(C=NO1)C(=O)NN=Cc1ccccc1,1.3393828651377,13.728274924561,7.849022824444945,1.0039826628640411,0,0,1,0,1,0
O=N(=O)c1ccc(cc1)C1=CC=C(O1)c1ccccc1,1.382078995822,-2.1590078430564,8.241996909567684,1.00620533979768,0,1,0,0,1,0
CC(CNC(=O)ON1C(=O)CCC1=O)NC(=O)OC(C)(C)C,1.3548404876554,-291.85640142801,8.094346590192169,1.0004517084889653,0,1,0,1,0,0
O=C(NNC(=O)c1ccccc1)C=Cc1ccc(cc1)N(=O)=O,1.4016129042159,-43.132480647662,8.11392579270272,1.0037897032478242,0,1,0,0,1,0
CN1OC2C3CC(C=C3)C32COC(=O)C13,1.3932188409943,-50.750430697332,8.19240385065159,1.0031374617482067,0,1,0,0,1,0
Oc1ccccc1C=NOCCCCCCCCON=Cc1ccccc1O,1.2495150776337,-108.71942775228,5.1320090255645505,1.003737001547065,0,1,0,0,1,0
COC(=O)C1(CN1Oc1ccc(cc1N(=O)=O)N(=O)=O)C(=O)OC,1.5758991557414,-144.89053030647,3.3939725281523647,1.0023578646155424,1,0,0,0,1,0
CC12OCC(=Cc3cccc(c3)N(=O)=O)C1C=C(O)C=C2,1.3731126693837,-35.237170055823,8.235433272458874,1.0049681139885547,0,1,0,0,1,0
CON1C(=O)c2ccccc2C(=O)C1(O)c1ccccc1,1.414314498051,-81.083180236337,7.9321484911305,1.0036574858453047,0,1,0,0,1,0
O=C1OC(=Nc2ccccc12)c1ccccc1N(=O)=O,1.4944464151926,-39.530868752017,5.688417067555899,1.004206062760019,0,1,0,0,1,0
O=C(C1CC1)c1cccc(c1)N(=O)=O,1.3796499239257,-26.213140831584,8.244338556782752,1.0051582311738383,0,1,0,0,1,0
O=C1C2ON3OC4C(C(=O)N(C4=O)c4ccc(cc4)N(=O)=O)C3(CCCCC#N)C2C(=O)N1c1ccc(cc1)N(=O)=O,1.5549879179167,-160.23659075788,3.890367839247199,1.002627710136195,0,1,0,0,1,0
COc1ccc(cc1)C(=O)C1(CC1c1ccccc1)N(=O)=O,1.3665680100854,-43.611560612747,8.204363058341528,1.0048112597493588,0,1,0,0,1,0
OCCC1CCN2C=C(N=C2O1)N(=O)=O,1.4473736548648,-74.598769312102,7.166277628700304,1.003863007076891,0,1,0,0,1,0
O=N(=O)NCC(CNN(=O)=O)(CNN(=O)=O)CNN(=O)=O,1.6318999209972,-16.710935743955,2.4086318742415602,1.0053115991307193,1,0,0,0,1,0
O=N(=O)NCC(CNN(=O)=O)NN(=O)=O,1.6098277951323,-8.6868426426944,2.7411811423888066,1.0035777798921164,1,0,0,0,1,0
CC(C)C1N(C(=O)OC1(c1ccccc1)c1ccccc1)C(=O)C=CN(=O)=O,1.3810118778427,-108.54504295264,8.243402168655896,1.003418068160785,0,1,0,0,1,0
CC(C)C1N(C(=O)OC1(c1ccccc1)c1ccccc1)C(=O)C(CN(=O)=O)c1ccccc1,1.3564844208566,-129.96485523688,8.113876680873327,1.0027925175070969,0,1,0,0,1,0
CC1CCC(C(C1)OC(=O)C(CN(=O)=O)c1ccccc1)C(C)(C)c1ccccc1,1.2638289899683,-141.56458246186,5.6141371124218455,1.0041809441656582,0,1,0,0,1,0
O=N(=O)c1ccc(NN=C2CCCC2)cc1,1.326163229819,17.433385166257,7.559118731741483,1.0047804574774908,0,1,0,0,1,0
CC(=NNc1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1,1.4454705856202,30.212772329482,7.219409409316572,1.0038018126954589,0,1,0,0,1,0
CC(CN(CC(C)=NO)CC(C)=NO)=NO,1.2455426660544,-17.479059001218,5.000834838352048,1.0043979824785845,0,1,0,0,1,0
CCC(NC(=O)OC(C)(C)C)C(=O)N(C)OC,1.225655077855,-198.75513726044,4.371514384140252,1.0007840716065142,0,1,0,1,0,0
CCC(=NNc1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1,1.4195031139434,23.485621646149,7.837684043418513,1.0043853320379612,0,1,0,0,1,0
CN(C)c1ccc(cc1)C=C1N=C(OC1=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1.4803846212984,-53.661779567255,6.1471019653381145,1.0048861137462026,0,1,0,0,1,0
[O]N(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,1.2554318101901,-57.873269253745,5.329826771510895,1.0032564649714262,0,1,0,0,1,0
O=C(OCC(ON(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)c1ccccc1)c1ccccc1,1.2918959342418,-133.14673167889,6.560113909561504,1.0022549730640864,0,1,0,0,1,0
CN1C(=O)N(C)C(=O)C(=Cc2cc(ccc2N2CCOCC2)N(=O)=O)C1=O,1.4696539685144,-152.51356400153,6.492779193369911,1.0018676158725668,0,1,0,0,1,0
CN1C(=O)NC(=O)C2(Cc3cc(ccc3N3CCOCC23)N(=O)=O)C1=O,1.5287626446888,-163.75368806445,4.613132286869633,1.0030320956731658,0,1,0,0,1,0
